,전체주중주말,주운행선,운행년월,일수,주말수,주중수,공휴일수,명절수,공급차량수,공급좌석합계수,승차수입금액,승차인원수,승차연인거리,좌석거리,1인당수입율,공급대비승차율,운행대비고객이동,관광,일반,일반/관광,대수송,임시,확정,시발역,종착역,열차운행횟수
693,주말,경전선,2024-03-01,15,15,0,1,0,6120,309177,12639707460,412828,940094318,1318400168,459589.077600986,20.027868828300452,21.123254587982352,0.0,44.0,187.0,0.0,0.0,231.0,60,60,540
694,주말,동해선,2021-12-01,1,1,0,0,0,316,15894,461757152,15477,33231409,59223308,29835.05537248821,0.973763684409211,1.7821485691443297,0.0,2.0,11.0,0.0,0.0,13.0,3,3,32
695,주말,동해선,2022-01-01,14,14,0,1,0,4144,207484,5051451078,167216,356888867,772907506,424146.3286072174,11.388625157730562,30.862614405658775,0.0,58.0,104.0,33.0,0.0,129.0,42,42,413
696,주말,동해선,2022-02-01,12,12,0,0,0,3792,189984,4065088442,137275,287960818,707875188,356754.67215967295,8.670730166750884,29.87793610854636,0.0,26.0,132.0,0.0,0.0,158.0,36,36,384
697,주말,동해선,2022-03-01,12,12,0,0,0,3792,190139,3985181476,136846,278868926,708447913,351401.7992817654,8.637101748431657,31.037065431306658,0.0,25.0,132.0,0.0,0.0,157.0,36,36,384
698,주말,동해선,2022-04-01,14,14,0,0,0,4424,221865,6505246136,223285,456850020,826656201,408477.6671389226,14.089441896613756,25.543626385419834,0.0,33.0,154.0,0.0,0.0,187.0,42,42,448
699,주말,동해선,2022-05-01,13,13,0,2,0,4108,206002,7639342840,263554,540963126,767556676,376874.7191053432,16.63175579332329,18.493490896138336,0.0,34.0,142.0,0.0,0.0,176.0,39,39,416
700,주말,동해선,2022-06-01,12,12,0,0,0,3792,190170,6922918288,237524,490539890,708567077,350455.3785693136,14.989691618064027,17.397552112671477,0.0,26.0,130.0,0.0,0.0,156.0,36,36,384
701,주말,동해선,2022-07-01,15,15,0,0,0,4740,237759,8313236886,281345,591722781,885893366,443685.1519203936,17.748839353519454,22.55966325294983,0.0,41.0,161.0,0.0,0.0,202.0,45,45,480
702,주말,동해선,2022-08-01,12,12,0,0,0,3792,191658,6520816302,220426,465094828,714176093,355619.4354633921,13.800783203669754,18.550732569806364,0.0,58.0,111.0,0.0,0.0,169.0,36,36,384
703,주말,동해선,2022-09-01,13,13,0,3,3,4108,207552,7355510144,249193,516226836,773404020,384683.78902705654,15.60757237265986,19.67431376693228,0.0,36.0,110.0,33.0,0.0,113.0,39,39,416
704,주말,동해선,2022-10-01,14,14,0,1,0,4424,223663,8632926846,299342,609087369,833443000,404632.53901545046,18.73806817820769,19.28323463042232,0.0,31.0,146.0,0.0,0.0,177.0,42,42,448
705,주말,동해선,2022-11-01,12,12,0,0,0,3792,191906,7650844390,263863,537016015,715092453,348114.4800588703,16.498908467956852,15.994358040466844,0.0,18.0,131.0,0.0,0.0,149.0,36,36,384
706,주말,동해선,2022-12-01,14,14,0,1,0,4424,223818,8171051774,279301,572479098,834011106,410267.870603107,17.470633659775622,20.52417617720984,0.0,40.0,149.0,0.0,0.0,189.0,42,42,448
707,주말,동해선,2023-01-01,13,13,0,3,2,4108,207800,7411971102,246021,521751146,774315761,391585.05320203904,15.390553966674831,19.475075589664893,0.0,41.0,110.0,33.0,0.0,118.0,39,39,416
708,주말,동해선,2023-02-01,12,12,0,0,0,3792,191658,7273089338,250677,516276841,714171474,348761.6879385867,15.695857660765768,16.707023362001618,0.0,14.0,132.0,0.0,0.0,146.0,36,36,384
709,주말,동해선,2023-03-01,13,13,0,0,0,4108,207552,7473093844,261655,526118508,773408639,372053.90167437715,16.389463309342297,19.18746051492164,0.0,13.0,138.0,0.0,0.0,151.0,39,39,416
710,주말,동해선,2023-04-01,14,14,0,0,0,4424,223632,8598584764,297771,603784420,833328455,404953.04554506234,18.642101949045102,19.35274510010286,0.0,13.0,151.0,0.0,0.0,164.0,42,42,448
711,주말,동해선,2023-05-01,12,12,0,2,0,7584,383440,15211515352,527740,1077007890,1428810366,346554.54288967326,16.516188744624873,15.950268153032733,0.0,22.0,262.0,0.0,0.0,284.0,36,36,768
712,주말,동해선,2023-06-01,13,13,0,0,0,4108,207986,7884734200,272448,553298154,775016888,376859.2436028262,17.03049784755159,18.244529562410207,0.0,54.0,125.0,0.0,0.0,179.0,39,39,416
713,주말,동해선,2023-07-01,14,14,0,0,0,4424,223632,8285583674,280402,581779967,833328455,414538.06719318766,17.552725072987872,20.132413813701433,0.0,18.0,151.0,0.0,0.0,169.0,42,42,448
714,주말,동해선,2023-08-01,12,12,0,0,0,3792,191720,7364145710,249895,521046070,714405183,354150.0612533052,15.641084825497963,16.468504012796046,0.0,8.0,131.0,0.0,0.0,139.0,36,36,384
715,주말,동해선,2023-09-01,14,14,0,2,2,4136,207973,8087296480,275474,566693053,774323683,410727.827118558,18.74316675730577,19.154943364247504,0.0,64.0,113.0,20.0,0.0,157.0,42,42,412
716,주말,동해선,2023-10-01,13,13,0,0,0,4108,206591,8279807416,283487,580008080,768961956,380451.4504994681,17.837967130169574,17.291729846677267,0.0,35.0,119.0,10.0,0.0,144.0,39,39,416
717,주말,동해선,2023-11-01,12,12,0,0,0,3792,190356,8098376618,281015,565498117,708525886,345946.46473330655,17.71465857242839,15.044830594876242,0.0,23.0,120.0,0.0,0.0,143.0,36,36,384
718,주말,동해선,2023-12-01,15,15,0,0,0,4740,237976,9422115838,324842,660601449,885783450,436280.8832957207,20.474151619160025,20.270269088532572,0.0,35.0,147.0,0.0,0.0,182.0,45,45,480
719,주말,동해선,2024-01-01,12,12,0,0,0,3792,189271,7050682342,240495,494192086,704475240,352324.70317769726,15.24939060452042,17.146199105567828,0.0,22.0,108.0,0.0,0.0,130.0,36,36,384
720,주말,동해선,2024-02-01,12,12,0,3,3,3792,189395,7394678810,251132,520830299,704951896,353807.7327039984,15.912248529472688,16.408308545387357,0.0,49.0,79.0,27.0,0.0,101.0,36,36,384
721,주말,동해선,2024-03-01,15,15,0,1,0,4740,236395,9172991822,319320,642770218,879876989,431625.84107233776,20.263446518545994,20.59810602889729,0.0,29.0,135.0,0.0,0.0,164.0,45,45,480
722,주말,전라선,2015-01-01,14,14,0,0,0,2088,94670,3055266400,108262,284165469,407555072,395087.2607161338,16.07709293307578,20.09532883015712,0.0,144.0,0.0,0.0,60.0,84.0,56,56,256
723,주말,전라선,2015-02-01,12,12,0,1,1,1776,80276,2611047400,90786,239479719,345694204,345082.32229468226,13.531639685052516,17.60530725297628,0.0,114.0,0.0,18.0,42.0,54.0,48,48,222
724,주말,전라선,2015-03-01,13,13,0,1,0,1872,84651,2824363000,100642,258265751,364757544,364823.29596949,15.45209385473682,18.47341087017239,0.0,130.0,0.0,0.0,52.0,78.0,52,52,234
725,주말,전라선,2015-04-01,12,12,0,0,0,2640,130690,4197764600,136574,347261499,524405648,368985.08255758195,12.542615752068965,18.277556333414143,0.0,168.0,0.0,0.0,0.0,168.0,48,48,240
726,주말,전라선,2015-05-01,15,15,0,1,0,3300,163707,5527279900,184942,467986953,656909698,448866.11451417435,16.944987255181402,21.41303280581143,0.0,210.0,0.0,0.0,0.0,210.0,60,60,300
727,주말,전라선,2015-06-01,12,12,0,1,0,2640,129790,2932369000,92432,237912691,520866768,381063.6843119951,8.54764021285724,26.48781487639282,0.0,168.0,0.0,0.0,0.0,168.0,48,48,240
728,주말,전라선,2015-07-01,13,13,0,0,0,2860,140932,4051424100,130683,336997558,565582060,403282.3000650251,12.055802940066947,22.011046618304828,0.0,130.0,68.0,0.0,0.0,198.0,52,52,260
729,주말,전라선,2015-08-01,14,14,0,1,0,3080,154603,5020192800,158800,424654165,622014844,442641.9842515567,14.381543474706344,20.71695616742999,0.0,8.0,192.0,0.0,0.0,200.0,56,56,280
730,주말,전라선,2015-09-01,12,12,0,2,2,2688,136467,4442994600,142262,362886503,548638639,374505.7221549418,12.480161043310536,18.333435479463816,0.0,52.0,125.0,42.0,6.0,129.0,48,48,246
731,주말,전라선,2015-10-01,14,14,0,2,0,3080,155681,5525047300,177217,458419287,626368060,436580.92071649246,15.938898222974242,19.34447218121807,0.0,5.0,194.0,0.0,0.0,199.0,56,56,280
732,주말,전라선,2015-11-01,13,13,0,0,0,2860,144551,5318762290,170300,437874044,581527788,405888.72318977455,15.320164900784246,17.337429200280525,0.0,13.0,178.0,0.0,0.0,191.0,52,52,260
733,주말,전라선,2015-12-01,12,12,0,1,0,2640,133010,4499282894,144814,372987124,535120575,372665.09328736924,13.066422438365468,17.28576070952357,0.0,16.0,159.0,0.0,0.0,175.0,48,48,240
734,주말,전라선,2016-01-01,15,15,0,1,0,3300,165660,5352019861,174981,453213627,666482730,459104.2129530268,15.843987685621151,22.179781990407797,0.0,23.0,193.0,0.0,0.0,216.0,60,60,300
735,주말,전라선,2016-02-01,12,12,0,1,1,2688,134988,4341352093,139602,363732806,542819544,373362.49306412356,12.419704709635681,18.1228660266205,0.0,57.0,121.0,42.0,6.0,130.0,48,48,246
736,주말,전라선,2016-03-01,12,12,0,0,0,2640,132528,4337884311,144241,361834874,533186184,361392.7241256576,13.060575878304963,17.822656983047732,0.0,80.0,111.0,0.0,0.0,191.0,48,48,240
737,주말,전라선,2016-04-01,14,14,0,0,0,3138,157362,5490707476,180233,459526580,632522083,426822.6286659985,16.05330947508485,19.375411169106908,0.0,99.0,135.0,0.0,6.0,228.0,58,56,286
738,주말,전라선,2016-05-01,13,13,0,2,0,2972,148654,5332786852,177235,451434264,597519478,391632.22624275845,15.498173491251647,17.28137880173087,0.0,88.0,133.0,0.0,14.0,207.0,52,52,274
739,주말,전라선,2016-06-01,12,12,0,0,0,2640,132528,4555804028,151184,388242731,533186184,362026.8744198363,13.689243027888446,16.559087205870796,0.0,84.0,110.0,0.0,0.0,194.0,48,48,240
740,주말,전라선,2016-07-01,15,15,0,0,0,3300,165660,5525600409,179643,467488051,666482730,461496.54893424973,16.266117348786672,21.490992848480573,0.0,102.0,138.0,0.0,0.0,240.0,60,60,300
741,주말,전라선,2016-08-01,12,12,0,0,0,2640,132528,4570953492,146959,384544600,533186184,373365.61113727774,13.306682361463238,16.687195399982766,0.0,85.0,110.0,0.0,0.0,195.0,48,48,240
742,주말,전라선,2016-09-01,13,13,0,1,1,2956,148492,4948431205,160685,408083040,596885086,400075.26674367423,14.05990141666641,19.15311242432802,0.0,112.0,94.0,42.0,6.0,158.0,52,52,272
743,주말,전라선,2016-10-01,14,14,0,1,0,3080,154616,5848871476,197315,487177741,622050548,415361.4432568046,17.866262223831946,17.959805576981097,0.0,98.0,123.0,0.0,0.0,221.0,56,56,280
744,주말,전라선,2016-11-01,12,12,0,0,0,2500,125234,4841209746,165943,401778169,503962773,350186.9764410068,15.919590294183104,15.088690833170746,0.0,92.0,96.0,0.0,0.0,188.0,48,48,240
745,주말,전라선,2016-12-01,14,14,0,1,0,4424,218870,6811771934,241785,566082487,884567739,395435.901353685,15.65197662288591,21.846739711708775,0.0,42.0,149.0,0.0,4.0,187.0,67,67,368
746,주말,전라선,2017-01-01,13,13,0,4,3,4616,228402,6817664582,228587,564846233,925079784,387652.0084193116,13.004841940261583,21.53924915562277,0.0,75.0,114.0,36.0,18.0,135.0,65,65,376
747,주말,전라선,2017-02-01,12,12,0,0,0,4128,203760,6066559605,208955,506388114,824122872,348716.9160545709,12.305948174322733,19.872965517846136,0.0,12.0,138.0,0.0,0.0,150.0,60,60,336
748,주말,전라선,2017-03-01,13,13,0,0,0,4680,233054,6587403736,228902,550403684,944598956,374466.48461862945,12.767346460198981,22.55593366285654,0.0,44.0,152.0,0.0,0.0,196.0,65,65,364
749,주말,전라선,2017-04-01,14,14,0,0,0,5144,256696,8235412580,285428,696592324,1033375033,404319.2974626995,15.571351026480448,20.924342122650835,0.0,49.0,179.0,0.0,2.0,226.0,82,70,405
750,주말,전라선,2017-05-01,12,12,0,1,0,4424,221903,7247614579,252389,609031319,892259887,345028.5205190422,13.65508485927586,17.891013041621136,0.0,90.0,124.0,0.0,1.0,213.0,72,60,349
751,주말,전라선,2017-06-01,13,13,0,0,0,4784,240372,7037254240,238535,578925130,967000341,383871.6215753916,12.902223599347082,21.88873929697711,0.0,144.0,84.0,0.0,0.0,228.0,78,65,377
752,주말,전라선,2017-07-01,14,14,0,0,0,5152,258996,7139528107,238461,590880011,1042042787,419396.96893530246,12.88962635475532,24.91501402808163,0.0,172.0,76.0,0.0,0.0,248.0,84,70,406
753,주말,전라선,2017-08-01,12,12,0,0,0,4416,222215,6721152845,225781,565375981,894178573,357236.0495028032,12.19243947555455,19.060861187120917,0.0,137.0,71.0,0.0,0.0,208.0,72,60,348
754,주말,전라선,2017-09-01,14,14,0,0,0,5640,286019,8112722147,283449,669123656,1112945340,400927.61428069917,13.869443656658685,23.440615076527337,0.0,218.0,49.0,36.0,2.0,229.0,90,84,432
755,주말,전라선,2017-10-01,13,13,0,0,0,5236,265780,8224877273,283324,679525516,1038147240,377498.3604867067,13.853638507447506,20.240047153811084,0.0,149.0,88.0,69.0,2.0,166.0,87,78,399
756,주말,전라선,2017-11-01,12,12,0,0,0,4848,247465,7962698755,282419,659195617,964614080,338473.0313189263,13.694384464715124,17.635833093422512,0.0,149.0,76.0,0.0,0.0,225.0,84,72,372
757,주말,전라선,2017-12-01,15,15,0,0,0,5844,297700,9178560336,322843,759447324,1161825220,426596.71475694724,16.275307068798256,23.114448978031486,0.0,144.0,99.0,0.0,0.0,243.0,96,90,456
758,주말,전라선,2018-01-01,12,12,0,0,0,4560,232860,6546834693,227724,544139454,910182230,345074.43388958706,11.73429922952981,20.14059666661019,0.0,89.0,94.0,0.0,0.0,183.0,72,72,360
759,주말,전라선,2018-02-01,12,12,0,2,2,4440,226320,6765833469,233180,560663398,879070920,348685.75188002875,12.36373276776246,19.186192271751747,0.0,70.0,108.0,42.0,18.0,118.0,60,60,360
760,주말,전라선,2018-03-01,14,14,0,0,0,5320,271565,8027706356,283691,664490561,1054798990,396476.4812455264,14.624366663872195,22.3830104590524,0.0,31.0,159.0,0.0,5.0,185.0,70,70,420
761,주말,전라선,2018-04-01,13,13,0,0,0,4940,252825,8300388033,292829,693821906,982072410,368660.19093688147,15.056279886566815,18.481241527796758,0.0,63.0,146.0,0.0,2.0,207.0,65,65,390
762,주말,전라선,2018-05-01,12,12,0,1,0,4560,234295,8045162471,289970,676233447,910165390,333393.44400736946,14.851787015924875,16.271273449273043,0.0,68.0,156.0,0.0,0.0,224.0,60,60,360
763,주말,전라선,2018-06-01,14,14,0,0,0,5320,273140,8448725134,295916,698346613,1061052510,399844.9523007768,15.167401332649924,21.351238469014344,0.0,72.0,186.0,0.0,0.0,258.0,70,70,420
764,주말,전라선,2018-07-01,13,13,0,0,0,4940,250566,7670105694,262516,633048983,973218500,379931.8142803195,13.619877838573574,20.027512925750028,0.0,100.0,123.0,0.0,0.0,223.0,65,65,390
765,주말,전라선,2018-08-01,13,13,0,0,0,4940,250496,7842433215,265795,653839595,972923240,383699.85835768277,13.794482465238183,19.45856439062094,0.0,95.0,124.0,0.0,0.0,219.0,65,65,390
766,주말,전라선,2018-09-01,14,14,0,1,1,5544,280378,8598693572,294442,703811747,1092334985,409204.5806843386,14.705149926038407,22.00169188357484,0.0,115.0,133.0,39.0,22.0,187.0,70,70,448
767,주말,전라선,2018-10-01,12,12,0,0,0,4752,240394,8277096142,288515,686053708,936563285,344680.9048457229,14.401584076311254,16.483738042928593,0.0,84.0,142.0,0.0,24.0,202.0,60,60,384
768,주말,전라선,2018-11-01,13,13,0,0,0,5148,260561,9207348290,324533,762351726,1015157920,368912.4358326647,16.190152477265023,17.38604896398654,0.0,96.0,150.0,0.0,26.0,220.0,65,65,416
769,주말,전라선,2018-12-01,14,14,0,0,0,5544,280448,9207798351,318323,765865697,1092639555,405237.350508628,15.890674850732577,20.031046454228697,0.0,103.0,164.0,0.0,28.0,239.0,70,70,448
770,주말,전라선,2019-01-01,12,12,0,0,0,4752,240814,7090933224,243300,587925360,938265475,349867.7686280185,12.124255523695398,19.20851411122716,0.0,86.0,119.0,0.0,0.0,205.0,60,60,384
771,주말,전라선,2019-02-01,12,12,0,0,0,4752,240499,7215973259,244968,596149354,936996760,353827.05541633454,12.222087751786212,19.047587775845145,0.0,102.0,89.0,39.0,0.0,152.0,60,60,384
772,주말,전라선,2019-03-01,15,15,0,1,0,5940,300720,9569452484,334053,795282460,1171607815,429788.2879904234,16.6628851499484,22.264599014202318,0.0,105.0,154.0,0.0,0.0,259.0,75,75,480
773,주말,전라선,2019-04-01,12,12,0,0,0,4752,241081,8233955379,290105,686703093,939351875,340796.92902166845,14.439953879083335,16.458001108221993,0.0,90.0,126.0,0.0,0.0,216.0,60,60,384
774,주말,전라선,2019-05-01,13,13,0,2,0,5148,261179,8995102191,322313,752096161,1017677640,363128.69511015015,16.042719227058456,17.685303481460455,0.0,92.0,132.0,0.0,0.0,224.0,65,65,416
775,주말,전라선,2019-06-01,14,14,0,0,0,5544,280704,9022512547,314160,750717538,1093665300,402252.5684929428,15.668360406015168,20.463208215735047,0.0,100.0,142.0,0.0,0.0,242.0,70,70,448
776,주말,전라선,2019-07-01,12,12,0,0,0,4752,240662,7595053816,256903,620008356,937642720,355229.2770773866,12.808652436699479,18.20195166081238,0.0,93.0,112.0,0.0,0.0,205.0,60,60,384
777,주말,전라선,2019-08-01,14,14,0,0,0,5544,280809,9368757400,315335,778590933,1094075640,416053.59069223393,15.721558279442903,19.74355470302561,0.0,106.0,137.0,0.0,0.0,243.0,70,70,448
778,주말,전라선,2019-09-01,13,13,0,2,2,5180,262941,8490079746,289432,685543619,1024114018,382483.80714462395,14.309462065061755,19.906143227230697,0.0,127.0,98.0,39.0,12.0,174.0,65,65,420
779,주말,전라선,2019-10-01,12,12,0,0,0,4816,243814,8377358992,295658,689263346,949077570,339951.4841566836,14.540706398158097,16.787589932907878,0.0,97.0,142.0,0.0,27.0,212.0,60,60,392
780,주말,전라선,2019-11-01,14,14,0,0,0,5256,266417,9778238304,346472,794697464,1042404795,394666.2912565453,18.281406755867458,18.401066273390065,0.0,112.0,155.0,0.0,32.0,235.0,67,67,427
781,주말,전라선,2019-12-01,13,13,0,0,0,5184,262761,9119464858,319494,744800694,1025353195,371317.95725002233,15.800353533363202,17.934687780284914,0.0,110.0,144.0,0.0,28.0,226.0,64,64,423
782,주말,전라선,2020-01-01,13,13,0,3,3,5236,265211,8643226628,295206,703942136,1032481005,380664.16440313566,14.458035780553185,19.231347528911805,0.0,113.0,100.0,39.0,0.0,174.0,65,65,427
783,주말,전라선,2020-02-01,13,13,0,0,0,5228,264626,5702437442,185862,450515310,1030200935,399917.1540370423,9.151034514629746,33.52790528359312,0.0,99.0,137.0,0.0,0.0,236.0,65,65,426
784,주말,전라선,2020-03-01,13,13,0,1,0,5148,260221,3236117198,106792,249844019,1017703455,396022.26238188596,5.359249097436342,54.846567658239806,0.0,119.0,113.0,0.0,0.0,232.0,63,63,421
785,주말,전라선,2020-04-01,12,12,0,0,0,4528,228813,3921934058,130568,304786453,909679365,361550.00262569013,6.838933884284195,36.37033866542676,0.0,135.0,67.0,0.0,0.0,202.0,52,52,376
786,주말,전라선,2020-05-01,15,15,0,1,0,5708,287620,7088738544,235813,565003871,1143488850,451096.60718452773,12.286086847496161,30.575746819982253,0.0,152.0,113.0,0.0,6.0,259.0,65,65,476
787,주말,전라선,2020-06-01,12,12,0,1,0,4744,239696,5774576842,192916,457508470,937739443,359858.71674307506,9.668486045155614,24.634720902184018,0.0,117.0,103.0,0.0,0.0,220.0,58,58,388
788,주말,전라선,2020-07-01,13,13,0,0,0,5204,263151,6392405422,217439,519477803,1024135490,382854.36905584537,10.760975548261904,25.702311888862635,0.0,121.0,124.0,0.0,0.0,245.0,65,65,423
789,주말,전라선,2020-08-01,14,14,0,1,0,5640,285989,6008218906,202176,491209824,1113482120,416016.27600919845,9.921482687475637,37.09987717342529,0.0,137.0,129.0,0.0,1.0,265.0,70,70,460
790,주말,전라선,2020-09-01,12,12,0,0,0,5008,253299,4022617810,138857,312205156,972244607,348407.1117166884,6.594217537155587,38.5354543129143,0.0,122.0,130.0,0.0,0.0,252.0,72,72,416
791,주말,전라선,2020-10-01,14,14,0,3,1,5816,294441,6659754892,226311,524604034,1133915560,414584.96245004714,10.757268637363882,31.62148513262379,0.0,133.0,129.0,39.0,0.0,223.0,81,81,482
792,주말,전라선,2020-11-01,13,13,0,0,0,5428,274752,6722577176,233882,536606777,1054939447,374557.94386066555,11.077662144241053,26.484840343797934,0.0,130.0,115.0,0.0,0.0,245.0,78,78,451
793,주말,전라선,2020-12-01,12,12,0,1,0,5008,253547,3425453984,119841,266850190,973416903,343858.3305900444,5.685387456410409,45.3773342803534,0.0,99.0,145.0,0.0,0.0,244.0,72,72,416
794,주말,전라선,2021-01-01,15,15,0,1,0,6212,314840,4255505012,150056,327914999,1214358073,427517.6824741802,7.152006590112139,56.51452229199949,0.0,81.0,203.0,0.0,0.0,284.0,75,75,514
795,주말,전라선,2021-02-01,12,12,0,2,2,5032,254688,4766028876,163502,371801048,980451085,349983.13957561896,7.715547049099976,33.05849961006357,0.0,91.0,116.0,45.0,0.0,162.0,60,60,419
796,주말,전라선,2021-03-01,12,12,0,0,0,5008,253392,5679819646,196819,440130256,975057018,346580.28902689804,9.336162882536023,26.7998782388789,0.0,43.0,173.0,0.0,0.0,216.0,60,60,416
797,주말,전라선,2021-04-01,13,13,0,0,0,5412,273963,6808005204,231425,529615925,1054133773,382956.079119099,10.994751223233553,25.90760800666151,0.0,57.0,183.0,0.0,0.0,240.0,65,65,449
798,주말,전라선,2021-05-01,14,14,0,1,0,5856,296394,7658004632,262933,597029588,1140850991,407922.5749437118,12.426563880419813,26.797704712390356,0.0,162.0,95.0,0.0,0.0,257.0,70,70,487
799,주말,전라선,2021-06-01,12,12,0,1,0,5008,254513,6647447752,228829,520441302,979624151,348696.94275367685,10.796548834981781,22.632830742653116,0.0,140.0,80.0,0.0,0.0,220.0,60,60,416
800,주말,전라선,2021-07-01,14,14,0,0,0,5840,297238,6309852774,218129,493704385,1144096278,405571.2181810688,10.294397584261047,32.879261354660436,0.0,159.0,99.0,0.0,0.0,258.0,70,70,485
801,주말,전라선,2021-08-01,13,13,0,1,0,5844,299592,6128083602,208105,479129789,1159128434,383216.719288907,9.043849766556196,31.630382477441294,0.0,129.0,185.0,0.0,0.0,314.0,65,65,503
802,주말,전라선,2021-09-01,12,12,0,0,0,5400,276630,5653187798,195460,435316812,1070227314,347118.2733408693,8.48711245083254,29.882491325047354,0.0,68.0,179.0,60.0,0.0,187.0,60,60,465
803,주말,전라선,2021-10-01,15,15,0,2,0,6740,343390,9018126308,311982,705930042,1328210096,433665.7830072347,13.631051371974465,28.376350855917888,0.0,49.0,277.0,0.0,0.0,326.0,75,75,580
804,주말,전라선,2021-11-01,12,12,0,0,0,5392,274839,8495169618,296989,668292594,1063107462,343193.3111973028,12.969455691648518,19.102826789156712,0.0,15.0,240.0,0.0,0.0,255.0,60,60,464
805,주말,전라선,2021-12-01,13,13,0,1,0,5828,297201,7856782812,273743,616406773,1149419503,373207.32024234784,11.98733811119219,24.394904964701468,0.0,22.0,254.0,0.0,0.0,276.0,65,65,501
806,주말,전라선,2022-01-01,14,14,0,1,0,6056,308345,7023436732,241785,547338784,1191522894,406930.8007398898,11.071331326822593,31.463950706473515,0.0,70.0,199.0,60.0,0.0,209.0,70,70,512
807,주말,전라선,2022-02-01,12,12,0,0,0,5392,274750,5932080220,201425,462073465,1063279111,353784.3389507144,8.808729748325556,27.805556395596476,0.0,7.0,239.0,0.0,0.0,246.0,60,60,464
808,주말,전라선,2022-03-01,12,12,0,0,0,5392,274688,6048618568,208113,465662880,1063016200,349353.1557418506,9.106234237343447,27.683166618607068,0.0,4.0,238.0,0.0,0.0,242.0,60,60,464
809,주말,전라선,2022-04-01,14,14,0,0,0,6288,320460,9475490846,331538,741138323,1240130741,400514.7330263213,14.488911092160265,23.52126131066785,0.0,10.0,263.0,0.0,0.0,273.0,70,70,541
810,주말,전라선,2022-05-01,13,13,0,2,0,5844,297587,10187474282,369487,812519872,1151806004,358296.6280936949,16.13828361258323,18.474681403957547,0.0,11.0,243.0,0.0,0.0,254.0,65,65,503
811,주말,전라선,2022-06-01,12,12,0,0,0,5392,274870,9146891182,325454,731861373,1063846005,337228.54288038495,14.207823304919291,17.47943860608047,0.0,19.0,221.0,0.0,0.0,240.0,60,60,464
812,주말,전라선,2022-07-01,15,15,0,0,0,6740,343452,11238118666,391127,901448879,1329152580,431035.11948356754,17.091965466664362,22.17626113273564,0.0,37.0,265.0,0.0,0.0,302.0,75,75,580
813,주말,전라선,2022-08-01,12,12,0,0,0,5392,272146,8952413056,306699,720478970,1052802289,350364.75871458894,13.526942309646694,17.55771765071023,0.0,85.0,143.0,0.0,0.0,228.0,60,60,464
814,주말,전라선,2022-09-01,13,13,0,3,3,5860,295431,9702451910,343817,767306542,1142986472,367003.5118474488,15.131398970782573,19.44022654877953,0.0,63.0,159.0,48.0,0.0,174.0,65,65,505
815,주말,전라선,2022-10-01,14,14,0,1,0,6304,318238,11385878562,408975,909539758,1231379436,389933.5905444233,17.986210267664966,18.991367657153212,0.0,36.0,220.0,0.0,0.0,256.0,70,70,543
816,주말,전라선,2022-11-01,12,12,0,0,0,5392,272464,9706464056,350538,772717049,1054000538,332180.6806771754,15.438596784891084,16.373705294738613,0.0,42.0,184.0,0.0,0.0,226.0,60,60,464
817,주말,전라선,2022-12-01,14,14,0,1,0,6288,317953,10618058464,378183,841100733,1229661765,393495.3662612506,16.656808370535007,20.557476624165268,0.0,72.0,201.0,0.0,0.0,273.0,70,70,541
818,주말,전라선,2023-01-01,13,13,0,3,2,5852,295486,9602536734,335811,766201090,1143192700,371842.61394779105,14.772705592809599,19.474321288955853,0.0,72.0,156.0,48.0,0.0,180.0,65,65,504
819,주말,전라선,2023-02-01,12,12,0,0,0,5392,272111,9348667114,333380,752342577,1052647410,336661.2525430804,14.706457787312852,16.83850393555036,0.0,23.0,191.0,0.0,0.0,214.0,60,60,464
820,주말,전라선,2023-03-01,13,13,0,0,0,5828,294167,9882445466,355609,784762781,1138788373,361303.6418314706,15.71981418645104,18.91753142349789,0.0,32.0,203.0,0.0,0.0,235.0,65,65,501
821,주말,전라선,2023-04-01,14,14,0,0,0,6304,318114,11426471646,407613,913706815,1232001617,392535.19470898295,17.942354119256496,18.88842410827185,0.0,33.0,217.0,0.0,0.0,250.0,70,70,543
822,주말,전라선,2023-05-01,12,12,0,2,0,10784,544230,19511667584,708674,1574913480,2107290430,330689.563338052,15.627207203166822,16.065890635011396,0.0,42.0,380.0,0.0,0.0,422.0,60,60,928
823,주말,전라선,2023-06-01,13,13,0,0,0,5828,294074,10165917956,361826,809895506,1138417334,365250.3238846443,15.99385212994668,18.308593444563368,0.0,82.0,167.0,0.0,0.0,249.0,65,65,501
824,주말,전라선,2023-07-01,14,14,0,0,0,6080,306936,10186705612,356106,810090432,1193110324,400962.74416766927,16.32438554293984,20.68960841158952,0.0,35.0,214.0,0.0,0.0,249.0,68,68,525
825,주말,전라선,2023-08-01,12,12,0,0,0,5392,271863,9513083814,332612,763369251,1052620879,343196.7729892464,14.685457645865698,16.55553404322546,0.0,31.0,183.0,0.0,0.0,214.0,60,60,464
826,주말,전라선,2023-09-01,14,14,0,2,2,6720,345014,11331523254,409660,896275434,1296991312,386737.29318717105,16.77043192417074,20.34702519532006,0.0,91.0,197.0,34.0,0.0,254.0,70,70,540
827,주말,전라선,2023-10-01,13,13,0,0,0,6708,344096,11857803760,430802,944311906,1286033642,358152.5392327753,16.275416327789685,17.774032297560915,0.0,40.0,199.0,17.0,0.0,222.0,65,65,546
